username,date,rawContent,replyCount,retweetCount,likeCount,hashtags,mentionUsers,viewCount
FlorydePrez2,2024-08-22 23:47:03+00:00,"Esto es lo que hace de la 8a calle un dolor, tanto pasar por la 3era Av. Como la 8a calle.
@amilcarmontejo @RQuinonezL @traficogt @muniguate
Por favor busquen una solución.
40 minutos para llegar de 3era Av a la Av Elena. https://t.co/pPewh6EAhA",0,0,2,,"amilcarmontejo, RQuinonezL, traficogt, muniguate",146.0
RafaelDelAguil8,2024-08-22 22:53:59+00:00,@Ricigt1 @traficogt Cosas como esa ya no sorprenden del @MPguatemala,0,0,1,,"Ricigt1, traficogt, MPguatemala",55.0
traficogt,2024-08-22 21:13:08+00:00,Solo el sector malo de Xibalbá lo supera!,0,0,1,,,906.0
DarwinHK,2024-08-22 15:20:27+00:00,La cantidad de pecado por metro cuadrado supera a cualquier zona del gallito.,259,500,2046,,,53686.0
Blanki9Rodiguez,2024-08-22 19:38:48+00:00,"@amilcarmontejo urge agente en 5a. Calle zona 2 y 11 avenida, se quedan tapando la boca calle ya van como 2 semáforos qué se pierden. @traficogt https://t.co/8BqoXWOrMN",0,0,1,,"amilcarmontejo, traficogt",909.0
traficogt,2024-08-22 19:26:01+00:00,Corruptazo!,0,2,3,,,1132.0
eP_investiga,2024-08-22 15:55:10+00:00,"#Actualidad | La @sib_guatemala respondió a una serie de documentos inconsistentes que Jorge Mondal Chew planteó para intentar probar su experiencia en el sistema bancario y seguir al frente del Banco de los Trabajadores. 

Un nota de @pavelvga ✍️

https://t.co/VfvKSZhYPQ",18,333,541,Actualidad,"sib_guatemala, pavelvga",16745.0
florespolo76g,2024-08-22 12:42:15+00:00,"@QuorumGT @traficogt @jeanellydvg Igual hubieran hecho con la otra parejita. No les parece?. Todos corruptos, o todos transparentes.",0,0,0,,"QuorumGT, traficogt, jeanellydvg",52.0
florespolo76g,2024-08-22 03:46:54+00:00,@QuorumGT @traficogt @jeanellydvg Lo mismo que haga con el chenco y su mariamigo. Y se le cree su imparsialidad.,0,0,0,,"QuorumGT, traficogt, jeanellydvg",95.0
LocoxElAlbo,2024-08-22 03:45:09+00:00,"@traficogt Siguen cayendo en el show político? Solo ha servido para confundir al pueblo, con este gobierno hacernos creer que si van a luchar contra la corrupción pero solo casacas, sigan cayendo en ese juego",0,0,0,,traficogt,84.0
traficogt,2024-08-22 03:24:03+00:00,Pienso que es BS. Y me recuerda al jueves negro... Provocando hasta el límite para que se deschongue todo.,1,3,13,,,2154.0
QuorumGT,2024-08-22 01:39:22+00:00,"🔴 El Ministerio Público inició un nuevo caso en contra del Presidente Bernardo Arévalo.

🖐🏻 @jeanellydvg te cuenta 5 contradicciones de esta investigación. 🧐 https://t.co/RRj3fkWtER",139,663,1545,,jeanellydvg,56076.0
batallonjalapa,2024-08-21 22:26:15+00:00,@santipalomov @traficogt Estas cagado palomo!!,0,0,1,,"santipalomov, traficogt",79.0
batallonjalapa,2024-08-21 22:13:20+00:00,"@DarwinHK @traficogt No chingue, para eso existe la ley de contrataciones del estado y con base en ella se paga, no a discreción del mediocre del presidente. Corruptos.",0,0,4,,"DarwinHK, traficogt",86.0
traficogt,2024-08-21 19:59:22+00:00,"Ahora tuteamos a todos los de semilla para tratar de que mueran algún anzuelo o se resbalen en cascaritas. 

#pendejos",0,0,4,pendejos,,900.0
honor182,2024-08-20 22:54:46+00:00,"Para quiénes dicen... Los motoristas. Hay muchos que manejan carro que también son unos animales para manejar. 
@amilcarmontejo @PMTMuniGuate @traficogt https://t.co/U0EysaAZdt",0,0,1,,"amilcarmontejo, PMTMuniGuate, traficogt",131.0
traficogt,2024-08-20 22:10:05+00:00,Los patos tirando a la escopeta.  Un día menos para limpiar la cloaca de gerona.   A todos los coches les saldrán alas.,0,2,13,,,1948.0
QuorumGT,2024-08-20 18:50:17+00:00,"🚨 El MP solicitó el retiro de inmunidad del Secretario General de la Presidencia, Juan Gerardo Guerrero.

ℹ️ Jorge Mondal, expresidente de Bantrab denunció que Guerrero le pidió la renuncia. Para el MP, al pedir la renuncia Guerro pudo cometer dos delitos.

✍🏻 @jeanellydvg https://t.co/DcXkCWwLzD",4,19,62,,jeanellydvg,8010.0
dsepet,2024-08-20 01:08:54+00:00,"@carlosrkestler @traficogt Se debe establecer una ley donde las personas tengan al menos dos días de home office, considerando tipo de empleo que si lo permita, es la única forma en que las empresas entenderán que ya no se puede ir a la oficina todos los días, es un desgaste para la gente y rinde menos",0,0,1,,"carlosrkestler, traficogt",199.0
JosRafa44150143,2024-08-20 01:08:49+00:00,"@danydoggy @traficogt Que poca madre, por la gran puchica.",0,0,0,,"danydoggy, traficogt",59.0
traficogt,2024-08-19 18:20:22+00:00,"El tapa-dera es la versión 2.0 de pineda, por si las moscas.",0,1,7,,,1345.0
RMensoRuin,2024-08-19 00:33:08+00:00,"¿Qué pasó mi bro? @72_cpineda 
Entonces el Neto Bran 2.0, el “tapahoyos”, es tu peón. Ya decía yo que a alguien en especial le había copiado su ignorancia y su prepotencia. 

#OnFayer",6,152,510,OnFayer,72_cpineda,8712.0
edwadriperez,2024-08-19 14:24:00+00:00,"@rooavila @traficogt @usembassyguate @OEA_oficial @Almagro_OEA2015 @CIJ_ICJ @UEGuatemala @edgar_ortizgt @Alex_balsells @AcGuatemala @Contraloria_gt @PGN Para no denunciar esos robos al Estado, el Pacto Corrupto (@AlvaroArzuE @Sandra_JovelP Allan Rodríguez) sabotea al Gobierno @BArevalodeLeon",0,0,1,,"rooavila, traficogt, usembassyguate, OEA_oficial, Almagro_OEA2015, CIJ_ICJ, UEGuatemala, edgar_ortizgt, Alex_balsells, AcGuatemala, Contraloria_gt, pgn, AlvaroArzuE, Sandra_JovelP, BArevalodeLeon",119.0
Jaguilar91Juan,2024-08-18 20:33:07+00:00,"@lahoragt @traficogt Aún no entiendo porqué le dedican tanto tiempo a arzu,  felicidades al Licenciado Ortiz por tener tanto paciencia y volverle a explicar.",0,0,0,,"lahoragt, traficogt",110.0
RafaelDelAguil8,2024-08-18 18:05:51+00:00,"@mmendoza_GT @traficogt @CongresoGuate Qué Arzú no se haga bolas, la solución es un trío y si les gusta lo pueden volver rutina.",0,0,0,,"mmendoza_GT, traficogt, CongresoGuate",1543.0
miss_pattygt,2024-08-18 05:19:46+00:00,@lahoragt @traficogt Nos tocaron malos bien brutos. 🤭,0,0,2,,"lahoragt, traficogt",267.0
traficogt,2024-08-18 05:10:45+00:00,Menos mal q el jr2 es dupuñado a tiempo completo.   Sino sería vergonzoso que no supiera de qué está hablado.,0,3,9,,,2253.0
lahoragt,2024-08-16 17:46:05+00:00,#LHNacionales | Diputado Álvaro Arzú Escobar denuncia ilegalidad en la aprobación de la ampliación presupuestaria. Conoce la corrección que le hace el abogado Edgar Ortíz en la siguiente nota: 📌 https://t.co/2bLpuCJxK3 https://t.co/c7iAJPP8VD,47,216,607,LHNacionales,,18605.0
oalmeguz,2024-08-18 00:07:37+00:00,"@EmixtraGT @traficogt @Transito_mixco @netobran con un rotulo de lo mas sencillo se pudo ahorrar este caos... de milagro no le dio vuelta al furgon,  MANDAR A PONER UN RÓTULO debe ser mucho más barato que mantener huevones @deportivo_mixco https://t.co/OhHkRZJrGr",0,0,0,,"EmixtraGT, traficogt, Transito_mixco, netobran, deportivo_mixco",387.0
LucioUrquidez,2024-08-17 18:16:38+00:00,@traficogt https://t.co/iCY6YTyZzs,0,0,0,,traficogt,28.0
L12baquiax,2024-08-17 18:10:36+00:00,@traficogt Eso quiere decir que el equivalente a esa evasión va a quedar en las bolsas de este gobierno pues está combatiendo la corrupción.,0,0,0,,traficogt,31.0
ComunicaLord,2024-08-17 17:51:14+00:00,@traficogt La IVE y las transacciones sospechosas y el impago de impuestos tiene relación por??,0,0,0,,traficogt,38.0
_Jhernandez81,2024-08-17 17:19:46+00:00,"@traficogt La IVE es un chiste, es una mierda.",0,0,0,,traficogt,45.0
GudielArma24032,2024-08-17 16:49:36+00:00,@traficogt ¿Y qué estás esperando para irles a preguntar?,0,0,0,,traficogt,27.0
castcn,2024-08-17 14:09:42+00:00,"@traficogt Porque la IVE quiere que uno haga ese reporte, ellos no lo hacen",0,0,0,,traficogt,31.0
RickyR7,2024-08-17 04:26:24+00:00,@traficogt Por qué cuadran sus cuotas …,0,0,0,,traficogt,30.0
eledycito,2024-08-17 03:02:46+00:00,"@traficogt Los semilleros en el gobierno aun contratan como proveedores a empresas mencionadas en el caso B410, lastimosamente la gloriosa comisión antocorrupcion ha dicho nada al respecto, ni Santi Palomo ni la contraloría hablan acerca del tema, mientras tanto el Tío Bernie, turisteando",0,0,0,,traficogt,51.0
FMendezArgueta,2024-08-17 03:00:13+00:00,"@gorkygirl2 @PrensaComunitar @traficogt Dejen en paz a los corruptos; que importan esos Q6,000 millones!",0,0,1,,"gorkygirl2, PrensaComunitar, traficogt",35.0
blablabla1950,2024-08-16 22:40:01+00:00,@Tito8829 @PrensaComunitar @traficogt Vuele ALV netcenter,0,0,2,,"Tito8829, PrensaComunitar, traficogt",74.0
PapaAbuMario,2024-08-16 21:33:27+00:00,@BermejoGt @traficogt Y SE NIEGAN  A  SALIR DEL GOBIERNO,0,0,0,,"BermejoGt, traficogt",49.0
gorkygirl2,2024-08-16 21:29:50+00:00,@PrensaComunitar @traficogt E igual dejen de echar culpa al pasado ya #Bernardo tiene 8 meses en su puesto,1,0,1,Bernardo,"PrensaComunitar, traficogt",161.0
gorkygirl2,2024-08-16 21:29:12+00:00,@PrensaComunitar @traficogt Lista incompleta,0,0,1,,"PrensaComunitar, traficogt",189.0
traficogt,2024-08-16 20:48:46+00:00,"Coni, te queda un día menos. 

A todo coche le llega su sábado.",0,5,22,,,1459.0
traficogt,2024-08-16 20:46:30+00:00,Y hay que preguntar a la ive por qué no reportó ninguna transacción sospechosa.,8,85,143,,,3732.0
QuorumGT,2024-08-15 01:00:05+00:00,"🚨Durante el gobierno de Giammattei, una estructura de 410 empresas evadió Q300 millones en impuestos.💸

No solo eso, aparentes empresas fantasmas de la estructura recibieron contratos de municipalidades, ministerios y hospitales. ⚠️

🔊 @jeanellydvg te cuenta más. https://t.co/dB4M5OkpWj",46,654,1367,,jeanellydvg,30850.0
traficogt,2024-08-16 20:37:01+00:00,Hay que preguntarle a los superintendentes anteriores tb!,0,3,3,,,1129.0
QuiqueGodoy,2024-08-15 14:01:19+00:00,"Si, la @SATGT estima que hay Q300 millones de evasión fiscal, pero el fondo del asunto es que esta estructura de más de 400 empresas recibió adjudicaciones de “obra/servicios/bienes” por más de Q6,400 millones que muy probablemente no existen! Se robaron Q6,400 millones usando un estado capturado, incluyendo el banco para lavar el dinero robado, la cortes para dejarlos libres, la fiscalía para no investigarlos y los ministros, diputados y alcaldes que facilitaron el robo!! 

La IVE reportó también transacciones sospechosas los últimos años y el MP la ignora o archiva o desaparece.  
Por eso su afán de proteger el sistema de cortes, el MP y la CC que les asegure impunidad!!",64,464,1050,,SATGT,39946.0
Tito8829,2024-08-16 20:36:53+00:00,@PrensaComunitar @traficogt https://t.co/eR5NapEh3w,1,1,1,,"PrensaComunitar, traficogt",181.0
traficogt,2024-08-16 17:49:52+00:00,Porque los nuevoz dueños tienen cola que les machuquen,0,3,12,,,1167.0
_vaclavmasek,2024-08-15 17:47:43+00:00,"Las portadas del periódico principal del país demuestra un tono diferente entre el caso La Línea y el caso #B410. 

¿Por qué? https://t.co/rtLglWxwoR",46,457,1139,B410,,45011.0
traficogt,2024-08-14 18:52:42+00:00,"Hay que averiguar también qué empresas prestaron los servicios o vendieron los bienes, que seguramente están embarradas.",0,1,13,,,1663.0
QuiqueGodoy,2024-08-14 16:38:10+00:00,"Aquí está planteado vía @SATGT Impuestos que este grupo dejó de pagar pero… y si vemos cómo les fueron adjudicados esos Q5700 millones?! Quién es?! Si, botoneta!! Les interesa eso a los del @MPguatemala o le pela al igual que los reportes de IVE?! Usted qué dice? Que tan #FuerteYFirme o #AguadaYServil",47,287,669,,"SATGT, MPguatemala",30219.0
traficogt,2024-08-14 18:51:27+00:00,"No sólo hay q exponer la mecánica de la operación de evasión.  Hay q investigar por irregularidades en las adjudicaciones, q debe haber montones, y también averiguar qué empresas fueron las que finalmente prestaron el servicio, puesto que las empresas identificadas son de papel.",0,0,2,,,844.0
sirpedrogt,2024-08-14 17:32:30+00:00,@jovannagarcon @traficogt hasta donde hemos llegado,0,0,0,,"jovannagarcon, traficogt",68.0
roanchi2,2024-08-14 17:29:51+00:00,@FigueroaSarti @traficogt Y tu mero tata Daniel Pascual a quien representa?,0,0,0,,"FigueroaSarti, traficogt",42.0
traficogt,2024-08-14 14:24:36+00:00,"Y seguro se haría por escrito a través de su cuenta de WhatsApp con número del congreso.  

Si ofrecieran Q5 ya tendrían a doña gerona  tras de ellos por tráfico de influencias o algo similar.",0,5,11,,,1307.0
samuel_pz,2024-08-14 02:29:41+00:00,"Los corruptos piensan que el Congreso funciona con dinero bajo la mesa y ahora nos acusan de lo mismo, no entienden cómo perdieron las elecciones, perdieron la presidencia del Congreso, hoy de nuevo perdieron bloquear la ampliación y lo logramos sin usar sus métodos corruptos. https://t.co/XmIBdjk9xv",183,475,1879,,,128630.0
cocolocoantillo,2024-08-13 16:09:25+00:00,"@Ricigt1 @traficogt La nana protege a otro delincuente,los dos van a ir a parar presos.",0,0,3,,"Ricigt1, traficogt",63.0
GilRey422483,2024-08-13 14:43:07+00:00,@PapaAbuMario @traficogt 😃😄😁😂,0,0,0,,"PapaAbuMario, traficogt",26.0
PapaAbuMario,2024-08-13 14:25:27+00:00,@traficogt LO MORADO  SE EXTENDIÓ..,1,0,2,,traficogt,42.0
jeson_tino,2024-08-13 14:15:56+00:00,"@blogcatarsis @traficogt Pregunta directa en esos 25 años pagando el peaje a la autopista hubo deslaves, accidentes constantes con paros de más de 2 semana o más? Y lo más importante hubo que cerrar una de las vías más transitadas para el comercio?",0,0,1,,"blogcatarsis, traficogt",42.0
traficogt,2024-08-13 14:00:29+00:00,Todavía necesita maquillaje!,1,2,9,,,1169.0
vozdeltuit,2024-08-12 19:11:05+00:00,No llegó. Diputado Allan Rodríguez no asistió a la sesión de Instancia de Jefes de Bloque del @CongresoGuate . https://t.co/mggZ0Vdrb6,133,99,703,,CongresoGuate,33752.0
G3bo,2024-08-13 04:44:42+00:00,@traficogt Rata asquerosa. Sos la misma mierda o peor que esos mierdas que más arruinaron eso para aprobarlo y hueviar aun más a lo lindo.,0,0,0,,traficogt,72.0
Menendezamc1,2024-08-13 01:56:39+00:00,@traficogt Calamidad la del gobierno inepto.,0,0,0,,traficogt,59.0
angeln8,2024-08-13 00:39:01+00:00,"@amilcarmontejo @traficogt Señores PMT, reporto semaforo ubicado Calzada Atanacio x esquina las Gaviotas, mucho tiempo detiene tráfico que se dirige de norte a Sur.",0,0,0,,"amilcarmontejo, traficogt",87.0
maurelius47233,2024-08-12 20:10:33+00:00,"@traficogt para que querres un estado de emergencia, si con el pisto que tienen no pueden ni arreglar una carretera esa bola de inutiles",0,0,0,,traficogt,83.0
PFacticos,2024-08-12 19:15:17+00:00,@traficogt Coman mierda hijos de puta.,0,0,0,,traficogt,103.0
mundo9999,2024-08-12 17:50:12+00:00,@traficogt Magnifico q no aprueben ese ribo descarado de el estaso de calamidad,0,0,0,,traficogt,43.0
Sara20400400,2024-08-12 17:38:45+00:00,@traficogt Tienen sufis para trabajar sin necesidad del Estado de Emergencia. Lo que pasa es que la ineptitud está en su máxima expresión.,0,0,0,,traficogt,30.0
Eliseo5209,2024-08-12 17:24:22+00:00,"@traficogt No seas mula si el estado de emergencia no agregara capacidad de ejecución, y dinero hay, ellos lo que querían es quitar candados para hacer despilfarro.",0,0,0,,traficogt,102.0
RicharsonC5,2024-08-12 17:05:58+00:00,@traficogt Porque ahí sale tu sueldo va Net gubernamental…,0,0,0,,traficogt,80.0
VICKY3313,2024-08-12 17:04:04+00:00,@traficogt Este @GuatemalaGob  TIENE EL PRESUPUESTO MÁS GRANDE DE LS HISTORIA!! PERO SON UNA BOLA DE INÚTILES E INEPTOS!!!! RENUNCIEN YA!!!! @FelixSinExcusas @BArevalodeLeon,0,1,1,,"traficogt, GuatemalaGob, FelixSinExcusas, BArevalodeLeon",86.0
cc_abogado,2024-08-12 15:36:23+00:00,@traficogt Infórmate bien. Recursos hay. Lo que no hay es capacidad en el Gobierno para hacerle frente a la situación.,0,0,0,,traficogt,130.0
mundo9999,2024-08-12 15:12:51+00:00,@traficogt Oigan a este en verdad ni entendes de q se trata esto comentario mas pendejo,0,0,0,,traficogt,21.0
coma_jose,2024-08-12 15:06:45+00:00,"@traficogt Todo se debe a la incapacidad de este gobierno ladrón, que teniendo presypuesto decide robarse todo y es incapaz de hacer una simple obra. Los que votamos por estas mulas de Semilla estamos hartos!",0,0,0,,traficogt,91.0
tonogtr,2024-08-12 14:27:32+00:00,"@JuanMarcosCQ @traficogt @FelixSinExcusas Asi es, fondos tienen, pero quieren el estado de calamidad si o si,  eso es gastos y hueveo sin limites. Solo giammatei corrio con esa suerte y estos también quieren",0,0,0,,"JuanMarcosCQ, traficogt, FelixSinExcusas",133.0
MariaBonita9697,2024-08-12 14:26:53+00:00,@traficogt Esos Transportistas son unos SINVERGÜENZAS.,0,0,0,,traficogt,147.0
Xinit17687372,2024-08-12 14:22:35+00:00,"@traficogt Para que, si no hay Estado, menos estado de emergencia habrá. Trabajen con lo que hay, no gasten mas de lo que tienen y si no les alcanza, vuelen libres cual palomas.",0,0,0,,traficogt,114.0
sirpedrogt,2024-08-12 14:03:23+00:00,@ManfredoGuate @traficogt jajajajja no quieren nada solo sus tranzas,0,0,3,,"ManfredoGuate, traficogt",164.0
aaalonso71,2024-08-12 13:33:47+00:00,"@traficogt Falso !
1 no tenían que destruir la carretera.  Lo hicieron para forzar el estado de calamidad y poder meter las manos en el presupuesto.

2 lo que han hecho.  Lo han hecho mal",0,1,2,,traficogt,108.0
glennavi,2024-08-12 13:13:14+00:00,@tonogtr @traficogt @amilcarmontejo @traficogt porque no liberan un carril ????  Que barberos,0,0,0,,"tonogtr, traficogt, amilcarmontejo, traficogt",182.0
tonogtr,2024-08-12 13:11:11+00:00,@glennavi @traficogt Hubo un ataque armado en el trebol de vista hermosa. Esta complicado por eso y por la gente curiosa,1,1,1,,"glennavi, traficogt",528.0
glennavi,2024-08-12 13:08:21+00:00,@traficogt hola tráfico intenso en boulevard los próceres .. que pasa?? https://t.co/slnwJ7uKe8,1,0,0,,traficogt,231.0
chepechapin58,2024-08-12 10:38:39+00:00,"@traficogt Netcentero a sueldo con NUESTROS impuestos!
💩💩💩💩💩💩 https://t.co/pzM4xJTUZl",0,1,1,,traficogt,214.0
JuanMarcosCQ,2024-08-12 08:27:19+00:00,"@traficogt Dinero hay, pero el @FelixSinExcusas puso mucha excusa",1,0,1,,"traficogt, FelixSinExcusas",213.0
Elgriego7,2024-08-12 08:27:14+00:00,@PrensaComunitar @traficogt Bravo presidente Oscar cruz estar del lado de los buenos es ser patriota,0,0,0,,"PrensaComunitar, traficogt",210.0
Mynor007,2024-08-12 06:56:14+00:00,"@traficogt Que enseñen sus facturas de cuando pagaban peaje.
En un año que el Chenko abrió el potrero, como si fuera propio, por hacer campaña, lo hicieron mierda!!!",0,0,0,,traficogt,192.0
hami417,2024-08-12 05:35:27+00:00,@traficogt Qué bruto pónganle cero. https://t.co/J6wo9LH9f7,0,0,0,,traficogt,175.0
Erwin15,2024-08-12 05:07:37+00:00,@traficogt 21k y 10 k solo por eso :(,0,0,0,,traficogt,156.0
zullyroca_gi,2024-08-12 04:52:23+00:00,"@traficogt No solo eso.  Algunas personas que piensan que la ciudad son las zonas 9, 10 13, 14 dicen la ciudad ""está bonita"". Les importa un pepino lo que salga fuera de su burbuja. Lo he escuchado. Increíble egoísmo.",0,0,0,,traficogt,154.0
ROBERTR02304443,2024-08-12 04:46:07+00:00,"@traficogt De esto no dicen nada los transportistas y lo escribió uno del CACIF en el año 2023, son unos aguados.. https://t.co/GsQstyu58g",0,0,0,,traficogt,170.0
traficogt,2024-08-12 04:45:48+00:00,Fue por las fiestas de barrio.    Una en cada barrio de la ciudad.  Si de barato se vendieron los votos.,2,7,13,,,3307.0
DarwinHK,2024-08-12 04:31:13+00:00,"Pasando 2, 3, a veces + horas diarias en el carro x falta de planificación uno se pregunta ¿Qué es lo q hizo q 106mil ciudadanos y vecinos d la capital escogieran d nuevo a los unionistas?¿es x el agua abundante en todas las zonas?¿los espacios públicos?¿el gran manejo de basura?",94,162,666,,,22203.0
